case,group,steep_start,window,candidate,boundary,gt,error
IcIt_observational,clean,False,0,tau0.10_single,8,6.0,2.0
IcIt_observational,clean,False,0,tau0.10_sustained3,8,6.0,2.0
IcIt_observational,clean,False,0,tau0.15_single,9,6.0,3.0
IcIt_observational,clean,False,0,tau0.15_sustained3,9,6.0,3.0
IcIt_observational,clean,False,0,tau0.20_single,10,6.0,4.0
IcIt_observational,clean,False,0,tau0.20_sustained3,10,6.0,4.0
IcIt_observational,clean,False,0,tau0.30_single,12,6.0,6.0
IcIt_observational,clean,False,0,tau0.30_sustained3,12,6.0,6.0
IcIt_observational,clean,False,0,knee,8,6.0,2.0
IcIt_observational,clean,False,3,tau0.10_single,8,6.0,2.0
IcIt_observational,clean,False,3,tau0.10_sustained3,8,6.0,2.0
IcIt_observational,clean,False,3,tau0.15_single,9,6.0,3.0
IcIt_observational,clean,False,3,tau0.15_sustained3,9,6.0,3.0
IcIt_observational,clean,False,3,tau0.20_single,10,6.0,4.0
IcIt_observational,clean,False,3,tau0.20_sustained3,10,6.0,4.0
IcIt_observational,clean,False,3,tau0.30_single,12,6.0,6.0
IcIt_observational,clean,False,3,tau0.30_sustained3,12,6.0,6.0
IcIt_observational,clean,False,3,knee,8,6.0,2.0
IcIt_observational,clean,False,5,tau0.10_single,8,6.0,2.0
IcIt_observational,clean,False,5,tau0.10_sustained3,8,6.0,2.0
IcIt_observational,clean,False,5,tau0.15_single,9,6.0,3.0
IcIt_observational,clean,False,5,tau0.15_sustained3,9,6.0,3.0
IcIt_observational,clean,False,5,tau0.20_single,10,6.0,4.0
IcIt_observational,clean,False,5,tau0.20_sustained3,10,6.0,4.0
IcIt_observational,clean,False,5,tau0.30_single,12,6.0,6.0
IcIt_observational,clean,False,5,tau0.30_sustained3,12,6.0,6.0
IcIt_observational,clean,False,5,knee,9,6.0,3.0
IcIt_observational,clean,False,7,tau0.10_single,8,6.0,2.0
IcIt_observational,clean,False,7,tau0.10_sustained3,8,6.0,2.0
IcIt_observational,clean,False,7,tau0.15_single,9,6.0,3.0
IcIt_observational,clean,False,7,tau0.15_sustained3,9,6.0,3.0
IcIt_observational,clean,False,7,tau0.20_single,10,6.0,4.0
IcIt_observational,clean,False,7,tau0.20_sustained3,10,6.0,4.0
IcIt_observational,clean,False,7,tau0.30_single,12,6.0,6.0
IcIt_observational,clean,False,7,tau0.30_sustained3,12,6.0,6.0
IcIt_observational,clean,False,7,knee,9,6.0,3.0
IcIt_observational,clean,False,9,tau0.10_single,8,6.0,2.0
IcIt_observational,clean,False,9,tau0.10_sustained3,8,6.0,2.0
IcIt_observational,clean,False,9,tau0.15_single,9,6.0,3.0
IcIt_observational,clean,False,9,tau0.15_sustained3,9,6.0,3.0
IcIt_observational,clean,False,9,tau0.20_single,10,6.0,4.0
IcIt_observational,clean,False,9,tau0.20_sustained3,10,6.0,4.0
IcIt_observational,clean,False,9,tau0.30_single,12,6.0,6.0
IcIt_observational,clean,False,9,tau0.30_sustained3,12,6.0,6.0
IcIt_observational,clean,False,9,knee,10,6.0,4.0
quase_ItD,clean,False,0,tau0.10_single,2,,
quase_ItD,clean,False,0,tau0.10_sustained3,2,,
quase_ItD,clean,False,0,tau0.15_single,2,,
quase_ItD,clean,False,0,tau0.15_sustained3,2,,
quase_ItD,clean,False,0,tau0.20_single,3,,
quase_ItD,clean,False,0,tau0.20_sustained3,3,,
quase_ItD,clean,False,0,tau0.30_single,4,,
quase_ItD,clean,False,0,tau0.30_sustained3,4,,
quase_ItD,clean,False,0,knee,2,,
quase_ItD,clean,False,3,tau0.10_single,2,,
quase_ItD,clean,False,3,tau0.10_sustained3,2,,
quase_ItD,clean,False,3,tau0.15_single,2,,
quase_ItD,clean,False,3,tau0.15_sustained3,2,,
quase_ItD,clean,False,3,tau0.20_single,3,,
quase_ItD,clean,False,3,tau0.20_sustained3,3,,
quase_ItD,clean,False,3,tau0.30_single,4,,
quase_ItD,clean,False,3,tau0.30_sustained3,4,,
quase_ItD,clean,False,3,knee,2,,
quase_ItD,clean,False,5,tau0.10_single,2,,
quase_ItD,clean,False,5,tau0.10_sustained3,2,,
quase_ItD,clean,False,5,tau0.15_single,2,,
quase_ItD,clean,False,5,tau0.15_sustained3,2,,
quase_ItD,clean,False,5,tau0.20_single,3,,
quase_ItD,clean,False,5,tau0.20_sustained3,3,,
quase_ItD,clean,False,5,tau0.30_single,4,,
quase_ItD,clean,False,5,tau0.30_sustained3,4,,
quase_ItD,clean,False,5,knee,2,,
quase_ItD,clean,False,7,tau0.10_single,1,,
quase_ItD,clean,False,7,tau0.10_sustained3,1,,
quase_ItD,clean,False,7,tau0.15_single,2,,
quase_ItD,clean,False,7,tau0.15_sustained3,2,,
quase_ItD,clean,False,7,tau0.20_single,3,,
quase_ItD,clean,False,7,tau0.20_sustained3,3,,
quase_ItD,clean,False,7,tau0.30_single,4,,
quase_ItD,clean,False,7,tau0.30_sustained3,4,,
quase_ItD,clean,False,7,knee,3,,
quase_ItD,clean,False,9,tau0.10_single,1,,
quase_ItD,clean,False,9,tau0.10_sustained3,1,,
quase_ItD,clean,False,9,tau0.15_single,2,,
quase_ItD,clean,False,9,tau0.15_sustained3,2,,
quase_ItD,clean,False,9,tau0.20_single,3,,
quase_ItD,clean,False,9,tau0.20_sustained3,3,,
quase_ItD,clean,False,9,tau0.30_single,4,,
quase_ItD,clean,False,9,tau0.30_sustained3,4,,
quase_ItD,clean,False,9,knee,3,,
IcItMD_residual_clean,clean,False,0,tau0.10_single,4,3.0,1.0
IcItMD_residual_clean,clean,False,0,tau0.10_sustained3,4,3.0,1.0
IcItMD_residual_clean,clean,False,0,tau0.15_single,4,3.0,1.0
IcItMD_residual_clean,clean,False,0,tau0.15_sustained3,4,3.0,1.0
IcItMD_residual_clean,clean,False,0,tau0.20_single,5,3.0,2.0
IcItMD_residual_clean,clean,False,0,tau0.20_sustained3,5,3.0,2.0
IcItMD_residual_clean,clean,False,0,tau0.30_single,5,3.0,2.0
IcItMD_residual_clean,clean,False,0,tau0.30_sustained3,5,3.0,2.0
IcItMD_residual_clean,clean,False,0,knee,5,3.0,2.0
IcItMD_residual_clean,clean,False,3,tau0.10_single,4,3.0,1.0
IcItMD_residual_clean,clean,False,3,tau0.10_sustained3,4,3.0,1.0
IcItMD_residual_clean,clean,False,3,tau0.15_single,4,3.0,1.0
IcItMD_residual_clean,clean,False,3,tau0.15_sustained3,4,3.0,1.0
IcItMD_residual_clean,clean,False,3,tau0.20_single,5,3.0,2.0
IcItMD_residual_clean,clean,False,3,tau0.20_sustained3,5,3.0,2.0
IcItMD_residual_clean,clean,False,3,tau0.30_single,5,3.0,2.0
IcItMD_residual_clean,clean,False,3,tau0.30_sustained3,5,3.0,2.0
IcItMD_residual_clean,clean,False,3,knee,5,3.0,2.0
IcItMD_residual_clean,clean,False,5,tau0.10_single,4,3.0,1.0
IcItMD_residual_clean,clean,False,5,tau0.10_sustained3,4,3.0,1.0
IcItMD_residual_clean,clean,False,5,tau0.15_single,4,3.0,1.0
IcItMD_residual_clean,clean,False,5,tau0.15_sustained3,4,3.0,1.0
IcItMD_residual_clean,clean,False,5,tau0.20_single,5,3.0,2.0
IcItMD_residual_clean,clean,False,5,tau0.20_sustained3,5,3.0,2.0
IcItMD_residual_clean,clean,False,5,tau0.30_single,5,3.0,2.0
IcItMD_residual_clean,clean,False,5,tau0.30_sustained3,5,3.0,2.0
IcItMD_residual_clean,clean,False,5,knee,17,3.0,14.0
IcItMD_residual_clean,clean,False,7,tau0.10_single,4,3.0,1.0
IcItMD_residual_clean,clean,False,7,tau0.10_sustained3,4,3.0,1.0
IcItMD_residual_clean,clean,False,7,tau0.15_single,4,3.0,1.0
IcItMD_residual_clean,clean,False,7,tau0.15_sustained3,4,3.0,1.0
IcItMD_residual_clean,clean,False,7,tau0.20_single,4,3.0,1.0
IcItMD_residual_clean,clean,False,7,tau0.20_sustained3,4,3.0,1.0
IcItMD_residual_clean,clean,False,7,tau0.30_single,5,3.0,2.0
IcItMD_residual_clean,clean,False,7,tau0.30_sustained3,5,3.0,2.0
IcItMD_residual_clean,clean,False,7,knee,5,3.0,2.0
IcItMD_residual_clean,clean,False,9,tau0.10_single,4,3.0,1.0
IcItMD_residual_clean,clean,False,9,tau0.10_sustained3,4,3.0,1.0
IcItMD_residual_clean,clean,False,9,tau0.15_single,4,3.0,1.0
IcItMD_residual_clean,clean,False,9,tau0.15_sustained3,4,3.0,1.0
IcItMD_residual_clean,clean,False,9,tau0.20_single,4,3.0,1.0
IcItMD_residual_clean,clean,False,9,tau0.20_sustained3,4,3.0,1.0
IcItMD_residual_clean,clean,False,9,tau0.30_single,5,3.0,2.0
IcItMD_residual_clean,clean,False,9,tau0.30_sustained3,5,3.0,2.0
IcItMD_residual_clean,clean,False,9,knee,6,3.0,3.0
